"","Store","Date","Avg_Weekly_Sales","Net_Weekly_Sales"
"1661",12,2011-10-07,13988.8920588235,951244.66
"1662",12,2011-10-14,13641.1766176471,927600.01
"1663",12,2011-10-21,13803.0085294118,938604.58
"1664",12,2011-10-28,14572.4467647059,990926.38
"1665",12,2011-11-04,15700.6685074627,1051944.79
"1666",12,2011-11-11,16344.6497014925,1095091.53
"1667",12,2011-11-18,14274.1373529412,970641.34
"1668",12,2011-11-25,22741.7202857143,1591920.42
"1669",12,2011-12-02,15305.4728571429,1071383.1
"1670",12,2011-12-09,16994.9492857143,1189646.45
"1671",12,2011-12-16,18477.2025714286,1293404.18
"1672",12,2011-12-23,23443.6526086956,1617612.03
"1673",12,2011-12-30,16110.6966666667,1111638.07
"1674",12,2012-01-06,13909.1713235294,945823.65
"1675",12,2012-01-13,12543.0124637681,865467.86
"1676",12,2012-01-20,12404.675942029,855922.64
"1677",12,2012-01-27,13061.8189705882,888203.69
"1678",12,2012-02-03,15125.2564285714,1058767.95
"1679",12,2012-02-10,17381.6065217391,1199330.85
"1680",12,2012-02-17,17714.9835714286,1240048.85
"1681",12,2012-02-24,16353.4517647059,1112034.72
"1682",12,2012-03-02,16877.0141176471,1147636.96
"1683",12,2012-03-09,16133.4575362319,1113208.57
"1684",12,2012-03-16,15775.3408695652,1088498.52
"1685",12,2012-03-23,15151.0126086957,1045419.87
"1686",12,2012-03-30,14860.611884058,1025382.22
"1687",12,2012-04-06,16599.4957352941,1128765.71
"1688",12,2012-04-13,15483.017,1083811.19
"1689",12,2012-04-20,14586.7675362319,1006486.96
"1690",12,2012-04-27,14554.3823188406,1004252.38
"1691",12,2012-05-04,15557.01,1073433.69
"1692",12,2012-05-11,15101.38,1041995.22
"1693",12,2012-05-18,14789.6528985507,1020486.05
"1694",12,2012-05-25,14581.0913235294,991514.21
"1695",12,2012-06-01,14646.9432835821,981345.2
"1696",12,2012-06-08,15973.9922058824,1086231.47
"1697",12,2012-06-15,14993.4633823529,1019555.51
"1698",12,2012-06-22,14019.8035714286,981386.25
"1699",12,2012-06-29,13668.4744927536,943124.74
"1700",12,2012-07-06,14924.9820588235,1014898.78
"1701",12,2012-07-13,13718.7535714286,960312.75
"1702",12,2012-07-20,13846.3285294118,941550.34
"1703",12,2012-07-27,13686.088358209,916967.92
"1704",12,2012-08-03,13893.7279710145,958667.23
"1705",12,2012-08-10,14919.5439393939,984689.9
"1706",12,2012-08-17,14565.2626086957,1005003.12
"1707",12,2012-08-24,15413.2557352941,1048101.39
"1708",12,2012-08-31,15616.8160294118,1061943.49
"1709",12,2012-09-07,14255.9110447761,955146.04
"1710",12,2012-09-14,13222.2741791045,885892.37
"1711",12,2012-09-21,13569.6377941177,922735.37
"1712",12,2012-09-28,13140.5323880597,880415.67
"1713",12,2012-10-05,14624.2674626866,979825.92
"1714",12,2012-10-12,13549.5285507246,934917.47
"1715",12,2012-10-19,14342.4691044776,960945.43
"1716",12,2012-10-26,14333.7882352941,974697.6
"1717",13,2010-02-05,26229.6070666667,1967220.53
"1718",13,2010-02-12,26722.8086842105,2030933.46
"1719",13,2010-02-19,26270.3285333333,1970274.64
"1720",13,2010-02-26,24565.5448648649,1817850.32
"1721",13,2010-03-05,26215.9517567568,1939980.43
"1722",13,2010-03-12,24542.4925333333,1840686.94
"1723",13,2010-03-19,25402.6336486486,1879794.89
"1724",13,2010-03-26,25433.7294594595,1882095.98
"1725",13,2010-04-02,28566.4285333333,2142482.14
"1726",13,2010-04-09,25652.9909459459,1898321.33
"1727",13,2010-04-16,24590.0059459459,1819660.44
"1728",13,2010-04-23,25801.7671621622,1909330.77
"1729",13,2010-04-30,23810.9782666667,1785823.37
"1730",13,2010-05-07,27101.0602702703,2005478.46
"1731",13,2010-05-14,25894.1567123288,1890273.44
"1732",13,2010-05-21,25049.427027027,1853657.6
"1733",13,2010-05-28,25369.7143243243,1877358.86
"1734",13,2010-06-04,27708.2906849315,2022705.22
"1735",13,2010-06-11,27538.9318918919,2037880.96
"1736",13,2010-06-18,27444.3193150685,2003435.31
"1737",13,2010-06-25,26990.9623287671,1970340.25
"1738",13,2010-07-02,28032.14875,2018314.71
"1739",13,2010-07-09,25983.9430555556,1870843.9
"1740",13,2010-07-16,26111.2304054054,1932231.05
"1741",13,2010-07-23,26490.9888888889,1907351.2
"1742",13,2010-07-30,24902.5647945205,1817887.23
"1743",13,2010-08-06,26974.2664383562,1969121.45
"1744",13,2010-08-13,26077.6743055556,1877592.55
"1745",13,2010-08-20,27361.611369863,1997397.63
"1746",13,2010-08-27,26140.7982191781,1908278.27
"1747",13,2010-09-03,25835.8456756757,1911852.58
"1748",13,2010-09-10,24275.9443835616,1772143.94
"1749",13,2010-09-17,24192.9694594595,1790279.74
"1750",13,2010-09-24,23365.1382191781,1705655.09
"1751",13,2010-10-01,24186.0887671233,1765584.48
"1752",13,2010-10-08,25296.2712162162,1871924.07
"1753",13,2010-10-15,25362.0693150685,1851431.06
"1754",13,2010-10-22,24615.7478082192,1796949.59
"1755",13,2010-10-29,26220.7648611111,1887895.07
"1756",13,2010-11-05,25067.1305405405,1854967.66
"1757",13,2010-11-12,26574.8579452055,1939964.63
"1758",13,2010-11-19,26741.5820833333,1925393.91
"1759",13,2010-11-26,37895.8910958904,2766400.05
"1760",13,2010-12-03,28153.7822972973,2083379.89
"1761",13,2010-12-10,33263.0858108108,2461468.35
"1762",13,2010-12-17,37454.6866216216,2771646.81
"1763",13,2010-12-24,48593.2864864865,3595903.2
"1764",13,2010-12-31,22949.205479452,1675292
"1765",13,2011-01-07,23897.8683561644,1744544.39
"1766",13,2011-01-14,22734.0041891892,1682316.31
"1767",13,2011-01-21,24249.0050684932,1770177.37
"1768",13,2011-01-28,22378.9468493151,1633663.12
"1769",13,2011-02-04,25317.6243835616,1848186.58
"1770",13,2011-02-11,26276.2013513513,1944438.9
"1771",13,2011-02-18,27444.9395890411,2003480.59
"1772",13,2011-02-25,25094.9856164384,1831933.95
"1773",13,2011-03-04,25607.5767567568,1894960.68
"1774",13,2011-03-11,24699.1010666667,1852432.58
"1775",13,2011-03-18,25728.3858333333,1852443.78
"1776",13,2011-03-25,24760.8963013699,1807545.43
"1777",13,2011-04-01,25537.5156164384,1864238.64
"1778",13,2011-04-08,26214.7922222222,1887465.04
"1779",13,2011-04-15,26364.7843243243,1950994.04
"1780",13,2011-04-22,29100.2238356164,2124316.34
"1781",13,2011-04-29,25615.9881081081,1895583.12
"1782",13,2011-05-06,26842.9783783784,1986380.4
"1783",13,2011-05-13,26470.5886486486,1958823.56
"1784",13,2011-05-20,25846.1604166667,1860923.55
"1785",13,2011-05-27,25566.711369863,1866369.93
"1786",13,2011-06-03,26514.9845205479,1935593.87
"1787",13,2011-06-10,27367.355890411,1997816.98
"1788",13,2011-06-17,28581.2806849315,2086433.49
"1789",13,2011-06-24,27150.8524324324,2009163.08
"1790",13,2011-07-01,28444.9408333333,2048035.74
"1791",13,2011-07-08,27694.5120547945,2021699.38
"1792",13,2011-07-15,27560.7508450704,1956813.31
"1793",13,2011-07-22,27987.174084507,1987089.36
"1794",13,2011-07-29,25764.1875342466,1880785.69
"1795",13,2011-08-05,28441.5315068493,2076231.8
"1796",13,2011-08-12,26990.9778082192,1970341.38
"1797",13,2011-08-19,28247.8510810811,2090340.98
"1798",13,2011-08-26,28267.2852777778,2035244.54
"1799",13,2011-09-02,26762.038630137,1953628.82
"1800",13,2011-09-09,25656.4563013699,1872921.31
"1801",13,2011-09-16,26345.5317808219,1923223.82
"1802",13,2011-09-23,24965.2832432432,1847430.96
"1803",13,2011-09-30,25495.3151388889,1835662.69
"1804",13,2011-10-07,28318.2542465754,2067232.56
"1805",13,2011-10-14,26800.8204166667,1929659.07
"1806",13,2011-10-21,26669.5171621622,1973544.27
"1807",13,2011-10-28,26694.9836986301,1948733.81
"1808",13,2011-11-04,27894.7608219178,2036317.54
"1809",13,2011-11-11,28925.9190410959,2111592.09
"1810",13,2011-11-18,28004.4931944444,2016323.51
"1811",13,2011-11-25,38188.9414666667,2864170.61
"1812",13,2011-12-02,27720.4818918919,2051315.66
"1813",13,2011-12-09,32837.0541333333,2462779.06
"1814",13,2011-12-16,37812.968630137,2760346.71
"1815",13,2011-12-23,47423.5470666667,3556766.03
"1816",13,2011-12-30,26608.8771621622,1969056.91
"1817",13,2012-01-06,25212.8754054054,1865752.78
"1818",13,2012-01-13,24930.0366666667,1794962.64
"1819",13,2012-01-20,25161.1973611111,1811606.21
"1820",13,2012-01-27,23753.1930136986,1733983.09
"1821",13,2012-02-03,26051.0910810811,1927780.74
"1822",13,2012-02-10,27590.4609333333,2069284.57
"1823",13,2012-02-17,29925.3656756757,2214477.06
"1824",13,2012-02-24,26077.9463513514,1929768.03
"1825",13,2012-03-02,26982.7775342466,1969742.76
"1826",13,2012-03-09,26843.8601351351,1986445.65
"1827",13,2012-03-16,27747.7071232877,2025582.62
"1828",13,2012-03-23,26087.9690410959,1904421.74
"1829",13,2012-03-30,27069.2041666667,1948982.7
"1830",13,2012-04-06,30697.4967567568,2271614.76
"1831",13,2012-04-13,28186.82,2057637.86
"1832",13,2012-04-20,26428.2313513514,1955689.12
"1833",13,2012-04-27,27362.8006944444,1970121.65
"1834",13,2012-05-04,27342.3905479452,1995994.51
"1835",13,2012-05-11,28503.6187671233,2080764.17
"1836",13,2012-05-18,29204.1171232877,2131900.55
"1837",13,2012-05-25,28379.8529166667,2043349.41
"1838",13,2012-06-01,28269.8804166667,2035431.39
"1839",13,2012-06-08,29896.4095890411,2182437.9
"1840",13,2012-06-15,29482.5905479452,2152229.11
"1841",13,2012-06-22,28690.0410958904,2094373
"1842",13,2012-06-29,28699.4888732394,2037663.71
"1843",13,2012-07-06,29931.2376712329,2184980.35
"1844",13,2012-07-13,27064.2025675676,2002750.99
"1845",13,2012-07-20,28916.7509859155,2053089.32
"1846",13,2012-07-27,26589.3129166667,1914430.53
"1847",13,2012-08-03,28002.0305479452,2044148.23
"1848",13,2012-08-10,27959.1769863014,2041019.92
"1849",13,2012-08-17,28709.1668493151,2095769.18
"1850",13,2012-08-24,28603.5868055556,2059458.25
"1851",13,2012-08-31,28408.9783561644,2073855.42
"1852",13,2012-09-07,29668.4426027397,2165796.31
"1853",13,2012-09-14,26300.2332876712,1919917.03
"1854",13,2012-09-21,26194.3197297297,1938379.66
"1855",13,2012-09-28,26406.3576712329,1927664.11
"1856",13,2012-10-05,27971.4895890411,2041918.74
"1857",13,2012-10-12,27014.587027027,1999079.44
"1858",13,2012-10-19,27643.9746575342,2018010.15
"1859",13,2012-10-26,28266.5230555556,2035189.66
"1860",14,2010-02-05,36950.2809859155,2623469.95
"1861",14,2010-02-12,23669.7061111111,1704218.84
"1862",14,2010-02-19,30618.8430555556,2204556.7
"1863",14,2010-02-26,29105.4393055556,2095591.63
"1864",14,2010-03-05,31077.0104166667,2237544.75
"1865",14,2010-03-12,29944.9313888889,2156035.06
"1866",14,2010-03-19,28697.4902777778,2066219.3
"1867",14,2010-03-26,29291.3752857143,2050396.27
"1868",14,2010-04-02,35149.7254929577,2495630.51
"1869",14,2010-04-09,31813.8208450704,2258781.28
"1870",14,2010-04-16,29469.28625,2121788.61
"1871",14,2010-04-23,30114.7170422535,2138144.91
"1872",14,2010-04-30,29328.9453521127,2082355.12
"1873",14,2010-05-07,33858.8074285714,2370116.52
"1874",14,2010-05-14,29996.7764788732,2129771.13
"1875",14,2010-05-21,30553.4362318841,2108187.1
"1876",14,2010-05-28,30932.6688888889,2227152.16
"1877",14,2010-06-04,33290.1615492958,2363601.47
"1878",14,2010-06-11,32136.7148571429,2249570.04
"1879",14,2010-06-18,32123.5084285714,2248645.59
"1880",14,2010-06-25,32088.2844285714,2246179.91
"1881",14,2010-07-02,32884.343943662,2334788.42
"1882",14,2010-07-09,31945.8447142857,2236209.13
"1883",14,2010-07-16,30432.6752857143,2130287.27
"1884",14,2010-07-23,29625.4404347826,2044155.39
"1885",14,2010-07-30,28941.4546478873,2054843.28
"1886",14,2010-08-06,32171.2101449275,2219813.5
"1887",14,2010-08-13,29753.4030434783,2052984.81
"1888",14,2010-08-20,29813.5986956522,2057138.31
"1889",14,2010-08-27,29280.1749275362,2020332.07
"1890",14,2010-09-03,31631.3573913043,2182563.66
"1891",14,2010-09-10,31310.968,2191767.76
"1892",14,2010-09-17,27907.7121428571,1953539.85
"1893",14,2010-09-24,26477.3398591549,1879891.13
"1894",14,2010-10-01,26510.0522857143,1855703.66
"1895",14,2010-10-08,30313.9594202899,2091663.2
"1896",14,2010-10-15,27602.3232857143,1932162.63
"1897",14,2010-10-22,28066.9723188406,1936621.09
"1898",14,2010-10-29,28353.8334285714,1984768.34
"1899",14,2010-11-05,30121.9923188406,2078417.47
"1900",14,2010-11-12,29467.4515492958,2092189.06
"1901",14,2010-11-19,28528.4431884058,1968462.58
"1902",14,2010-11-26,42343.6189855072,2921709.71
"1903",14,2010-12-03,32264.1375714286,2258489.63
"1904",14,2010-12-10,37150.2751428571,2600519.26
"1905",14,2010-12-17,39469.4487142857,2762861.41
"1906",14,2010-12-24,54552.6635714286,3818686.45
"1907",14,2010-12-31,23532.1226086957,1623716.46
"1908",14,2011-01-07,27025.3057971014,1864746.1
"1909",14,2011-01-14,24624.5782608696,1699095.9
"1910",14,2011-01-21,25263.6068115942,1743188.87
"1911",14,2011-01-28,23731.1526470588,1613718.38
"1912",14,2011-02-04,28925.9691304348,1995891.87
"1913",14,2011-02-11,28701.522173913,1980405.03
"1914",14,2011-02-18,28843.3095714286,2019031.67
"1915",14,2011-02-25,27184.1866666667,1875708.88
"1916",14,2011-03-04,29160.223,2041215.61
"1917",14,2011-03-11,27198.6573239437,1931104.67
"1918",14,2011-03-18,28007.1220289855,1932491.42
"1919",14,2011-03-25,26849.3032857143,1879451.23
"1920",14,2011-04-01,27088.5586956522,1869110.55
"1921",14,2011-04-08,29111.4125714286,2037798.88
"1922",14,2011-04-15,27816.3501408451,1974960.86
"1923",14,2011-04-22,32235.1627142857,2256461.39
"1924",14,2011-04-29,27580.252,1930617.64
"1925",14,2011-05-06,29515.491971831,2095599.93
"1926",14,2011-05-13,28230.0042253521,2004330.3
"1927",14,2011-05-20,27605.1802816901,1959967.8
"1928",14,2011-05-27,29305.5526760563,2080694.24
"1929",14,2011-06-03,29294.3587323944,2079899.47
"1930",14,2011-06-10,30463.5142857143,2132446
"1931",14,2011-06-17,29325.1174647887,2082083.34
"1932",14,2011-06-24,29148.2185915493,2069523.52
"1933",14,2011-07-01,29638.117,2074668.19
"1934",14,2011-07-08,29904.3631884058,2063401.06
"1935",14,2011-07-15,28312.2428985507,1953544.76
"1936",14,2011-07-22,27276.3895652174,1882070.88
"1937",14,2011-07-29,26728.8715714286,1871021.01
"1938",14,2011-08-05,29942.3288405797,2066020.69
"1939",14,2011-08-12,27953.2437681159,1928773.82
"1940",14,2011-08-19,26716.5350704225,1896873.99
"1941",14,2011-08-26,31575.9808333333,2273470.62
"1942",14,2011-09-02,24660.4432394366,1750891.47
"1943",14,2011-09-09,31024.5478873239,2202742.9
"1944",14,2011-09-16,26262.5054929577,1864637.89
"1945",14,2011-09-23,26359.9385915493,1871555.64
"1946",14,2011-09-30,25856.9898571429,1809989.29
"1947",14,2011-10-07,30127.4892753623,2078796.76
"1948",14,2011-10-14,27403.9239130435,1890870.75
"1949",14,2011-10-21,29116.0085507246,2009004.59
"1950",14,2011-10-28,29383.516,2056846.12
"1951",14,2011-11-04,31508.0682608696,2174056.71
"1952",14,2011-11-11,29736.2092857143,2081534.65
"1953",14,2011-11-18,28541.4597101449,1969360.72
"1954",14,2011-11-25,37821.8564788732,2685351.81
"1955",14,2011-12-02,30615.4367142857,2143080.57
"1956",14,2011-12-09,33843.5793150685,2470581.29
"1957",14,2011-12-16,36540.3252112676,2594363.09
"1958",14,2011-12-23,46792.6248611111,3369068.99
"1959",14,2011-12-30,26959.8435211268,1914148.89
"1960",14,2012-01-06,26185.1402816901,1859144.96
"1961",14,2012-01-13,24583.3082608696,1696248.27
"1962",14,2012-01-20,25558.7617142857,1789113.32
"1963",14,2012-01-27,22790.8895714286,1595362.27
"1964",14,2012-02-03,26820.148,1877410.36
"1965",14,2012-02-10,29675.0891428571,2077256.24
"1966",14,2012-02-17,28063.2081944444,2020550.99
"1967",14,2012-02-24,26786.288,1875040.16
"1968",14,2012-03-02,27913.1157971014,1926004.99
"1969",14,2012-03-09,28869.133,2020839.31
"1970",14,2012-03-16,27729.15,1941040.5
"1971",14,2012-03-23,26297.8848611111,1893447.71
"1972",14,2012-03-30,27609.174057971,1905033.01
"1973",14,2012-04-06,33943.1751428571,2376022.26
"1974",14,2012-04-13,26942.39,1912909.69
"1975",14,2012-04-20,26418.1188732394,1875686.44
"1976",14,2012-04-27,25486.1421428571,1784029.95
"1977",14,2012-05-04,27455.6942253521,1949354.29
"1978",14,2012-05-11,27226.452739726,1987531.05
"1979",14,2012-05-18,27214.5516901408,1932233.17
"1980",14,2012-05-25,29012.423,2030869.61
"1981",14,2012-06-01,29702.6882608696,2049485.49
"1982",14,2012-06-08,29572.0546478873,2099615.88
"1983",14,2012-06-15,26468.5233333333,1905733.68
"1984",14,2012-06-22,24061.288115942,1660228.88
"1985",14,2012-06-29,23070.0727536232,1591835.02
"1986",14,2012-07-06,26601.8421428571,1862128.95
"1987",14,2012-07-13,22063.1764285714,1544422.35
"1988",14,2012-07-20,22189.288,1553250.16
"1989",14,2012-07-27,20838.2346478873,1479514.66
"1990",14,2012-08-03,23336.4290140845,1656886.46
"1991",14,2012-08-10,23219.2961971831,1648570.03
"1992",14,2012-08-17,23386.3845070423,1660433.3
"1993",14,2012-08-24,22842.8356338028,1621841.33
"1994",14,2012-08-31,23047.7455714286,1613342.19
"1995",14,2012-09-07,26824.1174647887,1904512.34
"1996",14,2012-09-14,21898.5101408451,1554794.22
"1997",14,2012-09-21,22686.2675362319,1565352.46
"1998",14,2012-09-28,22065.3942028986,1522512.2
"1999",14,2012-10-05,24108.4594285714,1687592.16
"2000",14,2012-10-12,22772.0223611111,1639585.61
"2001",14,2012-10-19,23386.3929411765,1590274.72
"2002",14,2012-10-26,25064.0826470588,1704357.62
"2003",15,2010-02-05,9451.04985507246,652122.44
"2004",15,2010-02-12,9611.93098591549,682447.1
"2005",15,2010-02-19,9577.3731884058,660838.75
"2006",15,2010-02-26,7956.1014084507,564883.2
"2007",15,2010-03-05,8772.83231884058,605325.43
"2008",15,2010-03-12,8509.48718309859,604173.59
"2009",15,2010-03-19,8731.03926470588,593710.67
"2010",15,2010-03-26,8707.52191176471,592111.49
"2011",15,2010-04-02,10119.3057746479,718470.71
"2012",15,2010-04-09,8938.10943661972,634605.77
"2013",15,2010-04-16,9160.12357142857,641208.65
"2014",15,2010-04-23,9320.25507246377,643097.6
"2015",15,2010-04-30,8393.9869117647,570791.11
"2016",15,2010-05-07,9584.7663768116,661348.88
"2017",15,2010-05-14,8614.27826086957,594385.2
"2018",15,2010-05-21,8808.54428571429,616598.1
"2019",15,2010-05-28,10639.6125714286,744772.88
"2020",15,2010-06-04,10346.1567164179,693192.5
"2021",15,2010-06-11,9243.84014925373,619337.29
"2022",15,2010-06-18,9454.05115942029,652329.53
"2023",15,2010-06-25,9885.20632352941,672194.03
"2024",15,2010-07-02,10280.2479710145,709337.11
"2025",15,2010-07-09,9878.53742857143,691497.62
"2026",15,2010-07-16,9045.767,633203.69
"2027",15,2010-07-23,8430.33,598553.43
"2028",15,2010-07-30,8974.26173913044,619224.06
"2029",15,2010-08-06,9406.63588235294,639651.24
"2030",15,2010-08-13,9020.82724637681,622437.08
"2031",15,2010-08-20,9508.81253731343,637090.44
"2032",15,2010-08-27,9555.75220588235,649791.15
"2033",15,2010-09-03,9123.53157142857,638647.21
"2034",15,2010-09-10,9440.66470588236,641965.2
"2035",15,2010-09-17,8704.63985074627,583210.87
"2036",15,2010-09-24,7949.89086956522,548542.47
"2037",15,2010-10-01,8216.60797101449,566945.95
"2038",15,2010-10-08,8573.96797101449,591603.79
"2039",15,2010-10-15,8485.45970588235,577011.26
"2040",15,2010-10-22,8577.08185714285,600395.73
"2041",15,2010-10-29,8671.03623188406,598301.5
"2042",15,2010-11-05,8883.87884057971,612987.64
"2043",15,2010-11-12,8980.28608695652,619639.74
"2044",15,2010-11-19,9077.62402985074,608200.81
"2045",15,2010-11-26,16470.8664705882,1120018.92
"2046",15,2010-12-03,11090.2198529412,754134.95
"2047",15,2010-12-10,12104.2005714286,847294.04
"2048",15,2010-12-17,14054.645,983825.15
"2049",15,2010-12-24,19547.4024285714,1368318.17
"2050",15,2010-12-31,7552.14125,543754.17
"2051",15,2011-01-07,7280.58242857143,509640.77
"2052",15,2011-01-14,6948.1768115942,479424.2
"2053",15,2011-01-21,7166.33867647059,487311.03
"2054",15,2011-01-28,6972.74782608696,481119.6
"2055",15,2011-02-04,8065.95434782609,556550.85
"2056",15,2011-02-11,8326.63357142857,582864.35
"2057",15,2011-02-18,9285.62142857143,649993.5
"2058",15,2011-02-25,7935.71144927536,547564.09
"2059",15,2011-03-04,8075.69704225352,573374.49
"2060",15,2011-03-11,7897.57764705883,537035.28
"2061",15,2011-03-18,7879.34271428572,551553.99
"2062",15,2011-03-25,7755.72470588236,527389.28
"2063",15,2011-04-01,7978.76544117647,542556.05
"2064",15,2011-04-08,8512.62043478261,587370.81
"2065",15,2011-04-15,8936.63764705883,607691.36
"2066",15,2011-04-22,9497.36608695652,655318.26
"2067",15,2011-04-29,8127.02043478261,560764.41
"2068",15,2011-05-06,9138.00971014493,630522.67
"2069",15,2011-05-13,9137.43347826087,630482.91
"2070",15,2011-05-20,8484.88428571428,593941.9
"2071",15,2011-05-27,9355.78294117647,636193.24
"2072",15,2011-06-03,9794.31253521127,695396.19
"2073",15,2011-06-10,9314.20014492754,642679.81
"2074",15,2011-06-17,9410.71838235294,639928.85
"2075",15,2011-06-24,9515.86884057971,656594.95
"2076",15,2011-07-01,9921.60529411765,674669.16
"2077",15,2011-07-08,9073.12114285714,635118.48
"2078",15,2011-07-15,9045.13855072464,624114.56
"2079",15,2011-07-22,8933.46235294118,607475.44
"2080",15,2011-07-29,8369.72492753623,577511.02
"2081",15,2011-08-05,8811.0320289855,607961.21
"2082",15,2011-08-12,8818.45328358209,590836.37
"2083",15,2011-08-19,8688.24608695652,599488.98
"2084",15,2011-08-26,8648.75957142857,605413.17
"2085",15,2011-09-02,9273.70971428572,649159.68
"2086",15,2011-09-09,8679.90728571429,607593.51
"2087",15,2011-09-16,7899.30927536232,545052.34
"2088",15,2011-09-23,7577.37305555555,545570.86
"2089",15,2011-09-30,7555.03347826087,521297.31
"2090",15,2011-10-07,8272.41257142857,579068.88
"2091",15,2011-10-14,7901.48441176471,537300.94
"2092",15,2011-10-21,8743.75202898551,603318.89
"2093",15,2011-10-28,8548.44478260869,589842.69
"2094",15,2011-11-04,8787.454,615121.78
"2095",15,2011-11-11,8596.52527777778,618949.82
"2096",15,2011-11-18,8420.51422535211,597856.51
"2097",15,2011-11-25,15020.8183098592,1066478.1
"2098",15,2011-12-02,9986.12371428572,699028.66
"2099",15,2011-12-09,10922.365,764565.55
"2100",15,2011-12-16,12259.3730985915,870415.49
"2101",15,2011-12-23,16657.631971831,1182691.87
"2102",15,2011-12-30,8499.44774647888,603460.79
"2103",15,2012-01-06,7479.53115942029,516087.65
"2104",15,2012-01-13,6582.3684057971,454183.42
"2105",15,2012-01-20,7140.89637681159,492721.85
"2106",15,2012-01-27,6657.79471428571,466045.63
"2107",15,2012-02-03,7483.30914285714,523831.64
"2108",15,2012-02-10,8974.546,628218.22
"2109",15,2012-02-17,8550.04042857143,598502.83
"2110",15,2012-02-24,7903.33887323943,561137.06
"2111",15,2012-03-02,7623.84,541292.64
"2112",15,2012-03-09,7787.43814285714,545120.67
"2113",15,2012-03-16,8151.589,570611.23
"2114",15,2012-03-23,8195.38956521739,565481.88
"2115",15,2012-03-30,8080.39492753623,557547.25
"2116",15,2012-04-06,9295.07549295775,659950.36
"2117",15,2012-04-13,7979.78757142857,558585.13
"2118",15,2012-04-20,7750.44304347826,534780.57
"2119",15,2012-04-27,7643.51623188406,527402.62
"2120",15,2012-05-04,8255.26257142857,577868.38
"2121",15,2012-05-11,8399.12971014493,579539.95
"2122",15,2012-05-18,8572.15685714286,600050.98
"2123",15,2012-05-25,10054.7886956522,693780.42
"2124",15,2012-06-01,9622.77188405797,663971.26
"2125",15,2012-06-08,8991.03926470588,611390.67
"2126",15,2012-06-15,9363.78897058823,636737.65
"2127",15,2012-06-22,9957.76231884058,687085.6
"2128",15,2012-06-29,9044.92,624099.48
"2129",15,2012-07-06,9970.95220588235,678024.75
"2130",15,2012-07-13,8825.90298507463,591335.5
"2131",15,2012-07-20,8585.06115942028,592369.22
"2132",15,2012-07-27,8399.86514705882,571190.83
"2133",15,2012-08-03,8561.44376811594,590739.62
"2134",15,2012-08-10,8812.74074626865,590453.63
"2135",15,2012-08-17,8525.56176470588,579738.2
"2136",15,2012-08-24,8785.66333333333,606210.77
"2137",15,2012-08-31,8843.26550724637,610185.32
"2138",15,2012-09-07,8389.426,587259.82
"2139",15,2012-09-14,7757.49647058824,527509.76
"2140",15,2012-09-21,7726.98028985507,533161.64
"2141",15,2012-09-28,8145.61720588235,553901.97
"2142",15,2012-10-05,8192.83771428572,573498.64
"2143",15,2012-10-12,7882.85185714286,551799.63
"2144",15,2012-10-19,7937.89671428572,555652.77
"2145",15,2012-10-26,8093.82028985507,558473.6
"2146",16,2010-02-05,7344.75846153846,477409.3
"2147",16,2010-02-12,7152.18606060606,472044.28
"2148",16,2010-02-19,7341.6984375,469868.7
"2149",16,2010-02-26,6925.65890625,443242.17
"2150",16,2010-03-05,7050.50555555556,444181.85
"2151",16,2010-03-12,6959.2771875,445393.74
"2152",16,2010-03-19,7879.80234375,504307.35
"2153",16,2010-03-26,7433.49538461538,483177.2
"2154",16,2010-04-02,7664.12015625,490503.69
"2155",16,2010-04-09,6425.515,424083.99
"2156",16,2010-04-16,6712.49861538461,436312.41
"2157",16,2010-04-23,5876.68158730159,370230.94
"2158",16,2010-04-30,5900.78353846154,383550.93
"2159",16,2010-05-07,6300.2690625,403217.22
"2160",16,2010-05-14,6377.31587301587,401770.9
"2161",16,2010-05-21,6696.93092307692,435300.51
"2162",16,2010-05-28,7610,479430
"2163",16,2010-06-04,8067.12203125,516295.81
"2164",16,2010-06-11,8368.55171875,535587.31
"2165",16,2010-06-18,8573.80714285714,540149.85
"2166",16,2010-06-25,8539.92125,546554.96
"2167",16,2010-07-02,9541.2721875,610641.42
"2168",16,2010-07-09,9597.70828125,614253.33
"2169",16,2010-07-16,9165.37015625,586583.69
"2170",16,2010-07-23,9192.8778125,588344.18
"2171",16,2010-07-30,8791.15109375,562633.67
"2172",16,2010-08-06,9170.88203125,586936.45
"2173",16,2010-08-13,8496.21828125,543757.97
"2174",16,2010-08-20,8278.04698412699,521516.96
"2175",16,2010-08-27,9371.13741935485,581010.52
"2176",16,2010-09-03,8213.45287878788,542087.89
"2177",16,2010-09-10,8269.51646153846,537518.57
"2178",16,2010-09-17,8031.53107692308,522049.52
"2179",16,2010-09-24,7866.62030769231,511330.32
"2180",16,2010-10-01,7249.6490625,463977.54
"2181",16,2010-10-08,6920.221875,442894.2
"2182",16,2010-10-15,6851.0496969697,452169.28
"2183",16,2010-10-22,8200.25636363637,541216.92
"2184",16,2010-10-29,7615.73092307692,495022.51
"2185",16,2010-11-05,6982.8909375,446905.02
"2186",16,2010-11-12,7200.52,453632.76
"2187",16,2010-11-19,7055.91815384615,458634.68
"2188",16,2010-11-26,9728.92194029851,651837.77
"2189",16,2010-12-03,7533.24397058823,512260.59
"2190",16,2010-12-10,8770.82523076923,570103.64
